date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:34:08	56108/56108	---MCZ	200	added ('OK')	application/font-woff	etag:%228b2083c7630e4253c9f11a2fcdf95379-ssl-df%22	https://clayton-dev.netlify.app/assets/fonts/themify.woff?-fvbane	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/themify9f24.woff	(from https://clayton-dev.netlify.app/assets/css/themify-icons.css)
04:34:09	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/themify.ttf?-fvbane	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/themify.5f9f24.delayed	(from https://clayton-dev.netlify.app/assets/css/themify-icons.css)
04:34:12	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/themify.svg?-fvbane	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/themify.609f24.delayed	(from https://clayton-dev.netlify.app/assets/css/themify-icons.css)
04:34:14	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-brands-400.61.delayed	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:16	3449/3449	---M-Z	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-brands-400.62d41d.delayed	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:19	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-brands-400.63.delayed	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:21	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-brands-400.64.delayed	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:24	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-brands-400.65.delayed	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:26	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-brands-400.66.delayed	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:28	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-regular-400.67.delayed	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:31	3449/3449	---M-Z	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-regular-400.68d41d.delayed	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:33	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-regular-400.69.delayed	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:35	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-regular-400.6a.delayed	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:38	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-regular-400.6b.delayed	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:41	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-regular-400.6c.delayed	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:43	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-solid-900.6d.delayed	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:45	3449/3449	---M-Z	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-solid-900.6ed41d.delayed	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:48	74316/74316	---M--	200	added ('OK')	font/woff2	etag:%220e7243f284fc00d99da9b889307cbb82-ssl%22	https://clayton-dev.netlify.app/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-solid-900.woff2	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:49	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-solid-900.70.delayed	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:52	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-solid-900.71.delayed	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:54	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/fa-solid-900.72.delayed	(from https://clayton-dev.netlify.app/assets/css/all.min.css)
04:34:56	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/Flaticon.eot	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/Flaticon.73.delayed	(from https://clayton-dev.netlify.app/assets/css/flaticon.css)
04:34:59	3449/3449	---M-Z	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/Flaticon.eot?	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/Flaticon.74d41d.delayed	(from https://clayton-dev.netlify.app/assets/css/flaticon.css)
04:35:02	2356/2356	---M--	200	added ('OK')	font/woff2	etag:%227822ad1f500ccdedcceff0d08189dc5f-ssl%22	https://clayton-dev.netlify.app/assets/fonts/Flaticon.woff2	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/Flaticon.woff2	(from https://clayton-dev.netlify.app/assets/css/flaticon.css)
04:35:04	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/Flaticon.woff	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/Flaticon.76.delayed	(from https://clayton-dev.netlify.app/assets/css/flaticon.css)
04:35:07	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/Flaticon.ttf	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/Flaticon.77.delayed	(from https://clayton-dev.netlify.app/assets/css/flaticon.css)
04:35:09	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/fonts/Flaticon.svg	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/fonts/Flaticon.78.delayed	(from https://clayton-dev.netlify.app/assets/css/flaticon.css)
04:35:11	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/css/Flaticon.svg	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/css/Flaticon.79.delayed	(from https://clayton-dev.netlify.app/assets/css/flaticon.css)
04:35:14	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/owlcarousel/css/owl.video.play.png	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/owlcarousel/css/owl.video.play.7a.delayed	(from https://clayton-dev.netlify.app/assets/owlcarousel/css/owl.carousel.min.css)
04:35:16	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/owlcarousel/css/AjaxLoader.gif	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/owlcarousel/css/AjaxLoader.7b.delayed	(from https://clayton-dev.netlify.app/assets/owlcarousel/css/owl.theme.css)
04:35:19	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/css/mCSB_buttons.png	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/css/mCSB_buttons.7c.delayed	(from https://clayton-dev.netlify.app/assets/css/jquery.mCustomScrollbar.min.css)
04:35:24	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/images/pattren_bg.png	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/images/pattren_bg.7e.delayed	(from https://clayton-dev.netlify.app/assets/css/style.css)
04:35:27	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/images/loading.gif	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/images/loading.7f.delayed	(from https://clayton-dev.netlify.app/assets/css/style.css)
04:35:30	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/images/pattern.png	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/images/pattern.80.delayed	(from https://clayton-dev.netlify.app/assets/css/style.css)
04:35:32	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/images/pattern2.png	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/images/pattern2.81.delayed	(from https://clayton-dev.netlify.app/assets/css/style.css)
04:35:37	9812/9812	---M--	200	added ('OK')	image/png	etag:%22d85aeddea14123eb0f21c5b088318f7f-ssl%22	https://clayton-dev.netlify.app/assets/images/wave_shape2.png	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/images/wave_shape2.png	(from https://clayton-dev.netlify.app/assets/css/style.css)
04:35:39	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1658131815-ssl-df	https://clayton-dev.netlify.app/assets/images/wave_shape4.png	C:/My%20Web%20Sites/me/clayton-dev.netlify.app/assets/images/wave_shape4.83.delayed	(from https://clayton-dev.netlify.app/assets/css/style.css)
04:35:52	12666661/12666661	---M--	200	added ('OK')	image/gif	date:Tue,%2003%20Dec%202024%2012:34:11%20GMT	https://app.experfy.com/assets/public/home/circle-dc51c67fb1bb41406912107875e3686449c50d9eeea1ce4c5abb2410a9ee52c0.gif	C:/My%20Web%20Sites/me/app.experfy.com/assets/public/home/circle-dc51c67fb1bb41406912107875e3686449c50d9eeea1ce4c5abb2410a9ee52c0.gif	(from https://clayton-dev.netlify.app/assets/css/style.css)
